making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2025,F2025L00928,A New Tax System (Goods and Services Tax) (Correcting Wine Equalisation Tax Errors) Determination 2025,Secondary,Determination,K,Financial and Insurance Services,0,0
2024,F2024L00477,Fuel Quality Standards (Ethanol E85) Determination 2024,Secondary,Determination,O,Public Administration and Safety,3,3
2019,F2019L00251,Statement of Principles concerning blepharitis (Reasonable Hypothesis) (No. 29 of 2019),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2012,F2012L00500,Tariff Concession Order 1132913,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01120,Tariff Concession Order 0937100,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L00841,AD/B737/210 Amdt 1 - Elevator and Elevator Tab Assembly,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2021,F2021L01355,Legislation (Private Health Insurance Instruments) Sunset-altering Declaration 2021,Secondary,Declaration,Q,Health Care and Social Assistance,0,0
2020,F2020L01653,Broadcasting Services (Australian Content and Children's Television) Standards 2020,Secondary,Standard,J,Information Media and Telecommunications,20,47
2013,F2013L01664,AD/X-TS/1 Amdt 1 - Exhaust System Inspection - Heat Exchanger,Secondary,Aviation - Airworthiness Directive,U,Unclassified,3,3
2008,F2008L03328,AD/AC-CLA/6 Amdt 1 - Wing Struts Carry-Through Tube,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2006,F2006B04735,AD/BN-2/24 Amdt 1 - Flap Attachments and Flap Operating Lever - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A02864,Postal and Telecommunications Amendment Act 1983,Primary,Act,I,"Transport, Postal and Warehousing",10,14
2006,F2006B03147,AD/B747/249 Appendix A - Engine Thrust Control Cables,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B06266,AD/PL 12/2 - Aerodynamic Surfaces - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02487,AD/AS 355/33 Amdt 1 - Tail Rotor Front Drive Shaft,Secondary,Aviation - Airworthiness Directive,B,Mining,0,0
2006,F2006B10402,AD/HS 125/123 Amdt 1 - Wing Top Skin Panel,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B09857,AD/F50/30 - Fuselage Upper Girder Connection at Frame Sta. 3415,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L01024,AD/F2000/11 - Flap Jackscrew,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2025,F2025L00314,Radiocommunications Licence Conditions (Maritime Ship Licence) Determination 2025,Secondary,Determination,J,Information Media and Telecommunications,45,97
2021,F2021L00006,National Health (Data-matching) Principles 2020,Secondary,Other Instrument,Q,Health Care and Social Assistance,30,32
2006,F2006B01834,AD/A109/50 - Radio Master Switch Electrical System,Secondary,Aviation - Airworthiness Directive,J,Information Media and Telecommunications,0,0
2006,F2006B10181,AD/GAF-N22/34 - Horizontal Stabiliser Gust Lock - Installation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L00340,Defence (RAAF Base Darwin Defence Aviation Area) Declaration 2018,Secondary,Declaration,O,Public Administration and Safety,0,0
2006,F2006B08773,AD/DAUPHIN/60 Amdt 1 - Main Rotor and Tail Rotor Dynamic Components,Secondary,Aviation - Airworthiness Directive,S,Other Services,1,1
2006,F2006B01814,AD/A109/29 Amdt 2 - Main Rotor Blades Tip Cap,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2010,F2010L01115,Tariff Concession Order 0937561,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B07317,AD/TB20/14 Amdt 1 - Fuselage Frame NR 0 - Firewall,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L00011,Statement of Principles concerning malignant neoplasm of the ovary (Balance of Probabilities) (No. 10 of 2018),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,5,5
2009,F2009L00514,AD/F100/93 - On-Ground Wing Leading Edge Heating System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",6,6
2006,F2006B10152,AD/GA-7/8 - Rudder Bellcrank - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L01022,Radiocommunications (Spectrum Licence Limits—3.6 GHz Band) Direction 2018,Secondary,Direction,J,Information Media and Telecommunications,1,1
2006,F2006L00697,AD/DO 228/9 - Fuel Tank Lightning Protection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04369,AD/BELL 205/31 Amdt 1 - Tail Boom Attachment Fitting and Longerons - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08944,AD/DH114/33 - Pneumatic System - Main Air Reservoirs,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08111,AD/CESSNA 210/62 - Slick Pressurized Magnetos,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L04475,Tariff Concession Order 0914982,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L00893,Tariff Concession Order 0932867,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L01687,Air Navigation (Essendon Fields Airport) Regulations 2018,Secondary,Aviation - Air Navigation,I,"Transport, Postal and Warehousing",16,19
2009,F2009L03936,AD/B767/254 - Door Mounted Escape Slides and Slide Rafts,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2006,F2006L03987,Tariff Concession Order 0616835,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2012,F2012L00162,Tariff Concession Order 1118576,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2004,C2004A03663,Superannuation (Productivity Benefit) Act 1988,Primary,Act,K,Financial and Insurance Services,25,26
2020,F2020L01108,Excise (Spirit blending exemptions) Determination 2020 (No.1),Secondary,Determination,F,Wholesale Trade,0,0
2005,F2005L01340,AD/AMD 50/33 - Central Engine Mast Rivets,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L00761,Tariff Concession Order 0824056,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L03976,AD/BEECH 90/62 Amdt 1 - Horizontal Stabiliser Forward Spar Web Rivets - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2010,F2010L02470,Murray-Darling Basin Agreement (Schedule D - Calculating Cap Adjustments) Protocol 2010,Secondary,Other Instrument,D,"Electricity, Gas, Water and Waste Services",28,28
2007,F2007L03232,Tariff Concession Revocation Order HS2007/563A - Tariff Concession Order 0614546,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L01288,Tariff Concession Order 0840471,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B05815,AD/PA-32/21 - Seat Belt Attachment - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L00845,Tariff Concession Order 0720930,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L04476,Tariff Concession Order 0707731,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,C2023A00044,Financial Services Compensation Scheme of Last Resort Levy Act 2023,Primary,Act,K,Financial and Insurance Services,6,10
2010,F2010L02502,Insurance (Financial Claims Scheme for General Insurers—Australian Family Assurance Limited) Declaration 2009,Secondary,Declaration,K,Financial and Insurance Services,1,1
2018,F2018L00792,Migration (IMMI 18/079: Arrangements for Parent Visa Applications) Instrument 2018,Secondary,Instrument,O,Public Administration and Safety,0,0
2004,C2004A00074,Superannuation (Distribution of Surplus) Act 1974,Primary,Act,K,Financial and Insurance Services,12,12
2006,F2006B08554,AD/CHA/27 - Exhaust Stack 'Y' Junction,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10870,AD/JBK 117/22 - Airwork Hoist Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08907,AD/DH 83/3 - Cockpit Lateral Tie Rods and Aircraft Structure,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2009,F2009L03939,AD/B727/220 - Vertical Stabiliser Kickload Beam Shear Tie and Web Post,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L00334,Defence (RAAF Base Townsville Defence Aviation Area) Declaration 2018,Secondary,Declaration,O,Public Administration and Safety,0,0
2004,C2004A01336,Veterans' Entitlements (Clarke Review) Act 2004,Primary,Act,K,Financial and Insurance Services,8,15
2010,F2010L00039,Tariff Concession Order 0917313,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L03117,Tariff Concession Order 0806482,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L01100,Statement of Principles concerning Morton metatarsalgia (Balance of Probabilities) (No. 78 of 2019),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2006,F2006B09931,AD/FA-200/19 Amdt 2 - Rudder Pedal System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2020,F2020L01210,A New Tax System (Goods and Services Tax) Third Party Adjustment Note Information Requirements Determination 2020,Secondary,Determination,K,Financial and Insurance Services,2,2
2006,F2006L00497,Tariff Concession Order 0516612,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2020,F2020L00835,Local Government (Financial Assistance) (Final Factor for 2019-20 and Estimated Factor for 2020-21) Determination 2020,Secondary,Determination,O,Public Administration and Safety,0,0
2010,F2010L01461,Tariff Concession Order 0946753,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00081,Tariff Concession Order 1045151,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2014,F2014L01317,Currency (Perth Mint) Determination 2014 (No. 4),Secondary,Determination,K,Financial and Insurance Services,0,0
2006,F2006B10410,AD/HS 125/130 Amdt 1 - Engine and Flight Data Monitoring,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L00766,AD/B747/373 - Evacuation System Shear-Pin Restraints,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L01356,AD/CESSNA 205/24 - Alternate Static Air Source Valve,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2007,F2007L03186,Tariff Concession Revocation Order HS2007/199A - Tariff Concession Order 0614132,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01772,Extradition (Samoa) Regulations 2010,Secondary,Regulation,N,Administrative and Support Services,0,0
2016,F2016L00732,Health Legislation Amendment (eHealth-Governance Restructure Day) Proclamation 2016,Secondary,Proclamation,Q,Health Care and Social Assistance,0,0
2025,F2025L01101,Private Health Insurance (Risk Equalisation Administration) Rules 2025,Secondary,Rules,Q,Health Care and Social Assistance,3,3
2023,F2023L01020,Australian Education Regulations 2023,Secondary,Regulation,P,Education and Training,179,193
2006,F2006L01863,Currency (Royal Australian Mint) Determination 2006 (No. 2),Secondary,Determination,K,Financial and Insurance Services,0,0
2007,F2007L03280,Tariff Concession Revocation Order HS2007/321A - Tariff Concession Order 0614290,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2004,C2004A03405,Aboriginal Land and Waters (Jervis Bay Territory) Act 1986,Primary,Act,L,"Rental, Hiring and Real Estate Services",108,130
2020,F2020L00919,Gene Technology (Inclusion on the GMO Register) Determination (No. 1) 2020,Secondary,Determination,O,Public Administration and Safety,0,0
2008,F2008B00178,Superannuation (Productivity Benefit) Alternative Arrangements (Pre-existing Arrangements with Complying Funds) Declaration,Secondary,Declaration,K,Financial and Insurance Services,2,2
2008,F2008L03199,Tariff Concession Order 0802555,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B04212,AD/BEECH 90/19 Amdt 3 - Elevator Control Rod - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L04217,Tariff Concession Order 0617294,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L01257,Migration (IMMI 18/002: Eligible Passports) Instrument 2018,Secondary,Instrument,O,Public Administration and Safety,0,0
2006,F2006B02948,AD/B737/49 - Outboard Flaptrack Support Fitting Attach Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L04256,Tariff Concession Order 0913050,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L00864,Tariff Concession Order 0930932,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2004,C2004A03281,Fringe Benefits Tax Act 1986,Primary,Act,S,Other Services,3,4
2007,F2007L04627,Tariff Concession Order 0713613,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L00339,Defence (Army Aviation Centre Oakey Defence Aviation Area) Declaration 2018,Secondary,Declaration,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04137,AD/BEECH 65/40 Amdt 3 - Flight Controls,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2017,F2017L00471,Family Law (Superannuation) (Interest Rate for Adjustment Period) Determination 2017,Secondary,Superannuation Family Law,K,Financial and Insurance Services,0,0
2006,F2006L03498,AD/B737/296 - Auxiliary Fuel System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10741,AD/HU 369/77 - Main and Tail Rotor Control Tubes,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08308,AD/CESSNA 400/20 Amdt 1 - Emergency Exit Window - Modification,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2012,F2012L00131,Tariff Concession Order 1123300,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2017,F2017L01394,Consumer Goods (Baby Bath Aids) Safety Standard 2017,Secondary,Standard,G,Retail Trade,15,15
2011,F2011L02219,Tariff Concession Order 1109850,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2021,F2021L00565,"Defence Determination, Conditions of service Amendment Determination 2021 (No. 6)",Secondary,Determination,O,Public Administration and Safety,0,1
2009,F2009L02047,Tariff Concession Order 0902393,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B09604,AD/EXTRA/5 Amdt 1 - Upper Longeron Cutout Bridge,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2015,F2015L00355,Excise Regulation 2015,Secondary,Regulation,U,Unclassified,61,73
2021,F2021L01386,Industry Research and Development (Port Kembla Gas Generator Investment Development Grant Program) Instrument 2021,Secondary,Instrument,E,Construction,0,0
2005,F2005L01253,Tariff Concession Order 0502568,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L01006,Tariff Concession Order 0720626,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L03301,Tariff Concession Order 0611861,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L04103,Tariff Concession Order 0816281,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L03014,Tariff Concession Revocation Order HS2007/456A - Tariff Concession Order 0614705,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L03019,Tariff Concession Revocation Order HS2007/142A - Tariff Concession Order 0614073,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L01433,Tariff Concession Order 0842699,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02965,AD/B737/65 - Radio Control Panels,Secondary,Aviation - Airworthiness Directive,J,Information Media and Telecommunications,0,0
2005,F2005L03241,Tariff Concession Order 0510201,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L02544,Tariff Concession Order 1116105,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00582,Tariff Concession Order 1051469,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L01629,AD/EMY/35 - Life Vest Valise Zipper,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L00402,Tariff Concession Order 0618623,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L01698,AD/MAKILA/14 - Engine Control Unit - Comparator/Selector Boards,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2009,F2009L01459,Tariff Concession Order 0841436,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2012,F2012L00802,Tariff Concession Order 1140600,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11344,AD/MU-2/16 - Main Landing Gear Drag Strut - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08507,AD/CF700/3 - Compressor Rotor Assembly,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2013,F2013L00799,Currency (Royal Australian Mint) Determination 2013 (No. 2),Secondary,Determination,K,Financial and Insurance Services,0,0
2005,F2005L00560,Tariff Concession Order 0413764,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B10467,AD/HS 125/28 Amdt 2 - Flap Outer Hinge - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04317,AD/BEECH 99/7 - Pilot and Co-Pilot Chair Locking Mechanism,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2012,F2012L00524,Tariff Concession Order 1133802,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2016,F2016L00071,AD/ENST 28/1 Amdt 6 - Retirement Life - Critical Components,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",3,3
2024,F2024L00037,Statement of Principles concerning radiation burn (Balance of Probabilities) (No. 6 of 2024),Secondary,Statement of Principles (RMA),O,Public Administration and Safety,4,4
2006,F2006B02971,AD/B737/70 - Thrust Reverser - Auxiliary Slider Track Liner,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2025,C2025A00061,Australian Centre for Disease Control Act 2025,Primary,Act,Q,Health Care and Social Assistance,51,63
2006,F2006L01073,Tariff Concession Order 0601894,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02862,AD/B737/159 - Engine Fuel Shutoff Valve Wiring,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L00610,Public Lending Right Scheme 1997 (Modification No. 1 of 2016),Secondary,Other Instrument,O,Public Administration and Safety,0,0
2025,F2025L00572,Maritime Transport Security (Screening Officer Requirements) Determination 2025,Secondary,Determination,I,"Transport, Postal and Warehousing",18,19
2006,F2006B10445,AD/HS 125/163 - Wire Bundle Chafing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2025,F2025L00029,Legislation (Deferral of Sunsetting—A New Tax System (Goods and Services Tax) (GST‑free Supply—Residential Care) Instruments) Certificate 2025,Secondary,Instrument,O,Public Administration and Safety,0,0
2006,F2006B08277,AD/CESSNA 340/31 Amdt 1 - Main Landing Gear Wheel Bay Wing Rib and Wing Skin,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005B01108,Licence Area Plan – Charleville Radio,Secondary,Licence Area Plan,J,Information Media and Telecommunications,2,6
2024,F2024L01257,National Disability Insurance Scheme (Getting the NDIS Back on Track No. 1) (NDIS Supports) Transitional Rules 2024,Secondary,Rules,Q,Health Care and Social Assistance,9,12
2009,F2009L04089,ASA 510 - Initial Audit Engagements - Opening Balances - October 2009,Secondary,Other Instrument,I,"Transport, Postal and Warehousing",14,17
2006,F2006B10675,AD/HU 369/12 - Metal Tail Rotor Blades - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2023,F2023L01474,ASIC (Supervisory Cost Recovery Levy—Annual Determination) Instrument 2023/778,Secondary,Determination,K,Financial and Insurance Services,0,0
2005,F2005B01729,Family Law Act 1975 s 69ZF(1) - Proclamation (05/02/2004),Secondary,Proclamation,O,Public Administration and Safety,0,0
2020,F2020L01603,Amendment to the list of threatened ecological communities under section 181 of the Environment Protection and Biodiversity Conservation Act 1999 (EC149),Secondary,Other Instrument,R,Arts and Recreation Services,0,0
2006,F2006L03021,Tariff Concession Order 0609665,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L04171,Superannuation (PSS) Membership Inclusion Declaration 2006,Secondary,Declaration,K,Financial and Insurance Services,0,1
2008,F2008L01180,Tariff Concession Order 0800050,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L03332,Tariff Concession Revocation Order HS2007/689A - Tariff Concession Order 0614669,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B10171,AD/GAF-N22/24 - Audio System Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L02777,Tariff Concession Revocation Order HS2007/185A - Tariff Concession Order 0614118,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2021,F2021L00555,Telecommunications (Consumer Protection and Service Standards) (Assessment Deadline and Standard Due Date) Determination 2021,Secondary,Determination,J,Information Media and Telecommunications,0,0
2010,F2010L01626,Tariff Concession Order 0948883,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L00322,Tariff Concession Order 0829729,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06158,AD/PC-6/8 - Rear Fuselage - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08660,AD/CRESCO/1 - Nose Landing Gear Cylinder Assembly,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10950,AD/JETSTREAM/8 - Engine Mounting Structure Attachment Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L03204,AD/CF6/62 - High Pressure Turbine Disc,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",1,1
2022,F2022L01301,Australian Charities and Not-for-profits Commission Regulations 2022,Secondary,Regulation,U,Unclassified,48,51
2025,F2025L01623,Statement of Principles concerning animal envenomation (Balance of Probabilities) (No. 2 of 2026),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2009,F2009L01432,Tariff Concession Order 0842625,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B05490,AD/PA-23/63 - Heater Fuel Valve - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L01381,Health Insurance (Application for Acceptance of Approved Pathology Authority Undertaking) Determination 2018,Secondary,Determination,Q,Health Care and Social Assistance,2,2
2006,F2006B03814,AD/BEECH 33/6 - Fuel System - Placards,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,2
2009,F2009L00572,Tariff Concession Order 0833359,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2021,F2021L00064,Social Security (Parenting payment participation requirements – class of persons) Instrument 2021,Secondary,Instrument,K,Financial and Insurance Services,0,0
2006,F2006B03235,AD/B747/54 Amdt 1 - Flap Track Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A04224,Export Finance and Insurance Corporation (Transitional Provisions and Consequential Amendments) Act 1991,Primary,Act,K,Financial and Insurance Services,2,4
2016,F2016L00723,Biosecurity Charges Imposition (Customs) Regulation 2016,Secondary,Biosecurity,A,"Agriculture, Forestry and Fishing",0,1
2021,F2021L00635,Charter of the United Nations Act 1945 Listing 2016 (No. 1),Secondary,Other Instrument,O,Public Administration and Safety,3,3
2006,F2006B07735,Airworthiness Directives 2004 - Revocation and Remaking - Beagle B121 (Pup) Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2008,F2008L02516,AD/ERJ-170/1 Amdt 3 - Cargo Doors,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B02590,AD/B-2/19 - Transmission Mount Lugs - Reinforcement,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2006,F2006B02399,AD/AMD 50/32 - GPIRS Hybrid Data,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2011,F2011L00973,"Safety, Rehabilitation and Compensation (Commonwealth Authority) Notice 2011 (1)",Secondary,Notice,O,Public Administration and Safety,0,0
2017,F2017L00390,PAYG Withholding variation for foreign resident capital gains withholding payments – income tax exempt entities,Secondary,Other Instrument,O,Public Administration and Safety,0,0
2006,F2006B07871,Airworthiness Directives 2004 - Revocation and Remaking - Fokker F28 Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2009,C2009A00135,National Consumer Credit Protection (Transitional and Consequential Provisions) Act 2009,Primary,Act,K,Financial and Insurance Services,50,60
2008,F2008L03801,Tariff Concession Order 0811695,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11033,AD/JT9D/4 - Incorporation of Main Gearbox Spray Nozzles,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2020,F2020L00336,"Defence Determination, Conditions of service Amendment (COVID-19 response) Determination 2020 (No. 7)",Secondary,Determination,O,Public Administration and Safety,11,13
2007,F2007L04270,AD/CF6/67 - Compressor Rear Frame Cracks,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",3,3
2004,C2004A04845,Income Tax (Former Non-resident Superannuation Funds) Act 1994,Primary,Act,K,Financial and Insurance Services,0,0
2005,F2005L02932,Tariff Concession Order 0505906,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2025,F2025L00971,Radiocommunications (Radio-controlled Models) Class Licence 2025,Secondary,Other Instrument,J,Information Media and Telecommunications,0,7
2006,F2006B03028,AD/B747/127 - Engine Mount Bolt Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2025,F2025L01592,Industry Research and Development (Green Iron Investment Fund – Whyalla Steelworks Transformation Stream Program) Instrument 2025,Secondary,Instrument,K,Financial and Insurance Services,0,0
2006,F2006B07691,Commonwealth Places (Mirror Taxes) Modification of Applied Laws (Queensland) Notice 2002,Secondary,Notice,O,Public Administration and Safety,1,1
2025,C2025A00003,Appropriation (Parliamentary Departments) Act (No. 2) 2024-2025,Primary,Act,K,Financial and Insurance Services,0,0
2006,F2006B04936,AD/CESSNA 150/38 - Aileron Hinge Pin,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L03702,Tariff Concession Order 0704054,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L00952,Charter of the United Nations (UN Sanction Enforcement Law) Declaration 2008,Secondary,Declaration,O,Public Administration and Safety,0,3
2006,F2006B04053,AD/BEECH 56/22 Amdt 2 - Wing Main Spar Centre Section,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,2
2012,F2012L00467,Tariff Concession Revocation Order 34/2012 - Tariff Concession Order 1035949,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
